ID,Name,Date,Time,Event,Status,Latitude,Longitude
AL051986,            CHARLEY,19860817,1400, L, HU,34.7,-76.5
AL031987,            UNNAMED,19870810,600, L, TS,29.5,-94.5
AL121987,              EMILY,19870923,300, L, HU,18.3,-71
AL121987,              EMILY,19870925,1145, L, HU,32.3,-64.7
AL131987,              FLOYD,19871012,2100, L, HU,25.1,-80.5
AL031988,              CHRIS,19880828,1500, L, TS,32,-80.9
AL041988,              DEBBY,19880903,0, L, HU,20.7,-97.3
AL071988,           FLORENCE,19880910,200, L, HU,29.1,-89.3
AL081988,            GILBERT,19880912,1700, L, HU,17.8,-76.8
AL081988,            GILBERT,19880914,1500, L, HU,20.7,-87
AL081988,            GILBERT,19880916,2200, L, HU,24.2,-97.8
AL111988,               JOAN,19881015,100, L, TS,12.1,-61.8
AL111988,               JOAN,19881017,600, L, TS,12,-71.2
AL111988,               JOAN,19881022,1000, L, HU,11.9,-83.7
AL121988,              KEITH,19881121,800, L, TS,21.2,-86.8
AL121988,              KEITH,19881123,700, L, TS,27.3,-82.6
AL021989,            ALLISON,19890626,1300, L, TS,28.7,-95.7
AL041989,            CHANTAL,19890801,1300, L, HU,29.6,-94.4
AL051989,               DEAN,19890808,1300, L, TS,46.9,-55.9
AL111989,               HUGO,19890917,500, L, HU,16.3,-61.3
AL111989,               HUGO,19890918,600, L, HU,17.7,-64.8
AL111989,               HUGO,19890918,1200, L, HU,18.2,-65.5
AL111989,               HUGO,19890918,1300, L, HU,18.3,-65.6
AL111989,               HUGO,19890922,400, L, HU,32.8,-79.8
AL141989,              JERRY,19891016,30, L, HU,29.2,-95
AL051990,              DIANA,19900805,1800, L, TS,19.1,-87.6
AL051990,              DIANA,19900807,1900, L, HU,20.9,-97
AL031991,                BOB,19910819,1720, L, HU,41.2,-71.6
AL031991,                BOB,19910819,1800, L, HU,41.4,-71.4
AL031991,                BOB,19910820,130, L, TS,44.1,-69.1
AL081991,              ERIKA,19910912,300, L, TS,37.7,-25.9
AL091991,             FABIAN,19911015,2100, L, TS,21.5,-82.8
AL091991,             FABIAN,19911016,0, L, TS,22.4,-81.8
AL121991,            UNNAMED,19911102,1400, L, TS,44.6,-63.5
AL041992,             ANDREW,19920823,2100, L, HU,25.4,-76.6
AL041992,             ANDREW,19920824,100, L, HU,25.4,-77.8
AL041992,             ANDREW,19920824,840, L, HU,25.5,-80.2
AL041992,             ANDREW,19920824,905, L, HU,25.5,-80.3
AL041992,             ANDREW,19920826,830, L, HU,29.6,-91.5
AL071992,           DANIELLE,19920925,2200, L, TS,37.8,-75.5
AL021993,             ARLENE,19930620,900, L, TS,27.1,-97.4
AL031993,               BRET,19930807,700, L, TS,10.8,-60.8
AL031993,               BRET,19930807,1000, L, TS,10.8,-61.8
AL031993,               BRET,19930808,800, L, TS,11,-68.3
AL031993,               BRET,19930810,1700, L, TS,11.1,-83.8
AL041993,              CINDY,19930814,1800, L, TS,14.5,-60.9
AL041993,              CINDY,19930816,2100, L, TD,18.3,-71
AL081993,               GERT,19930915,1800, L, TS,11.8,-83.8
AL081993,               GERT,19930918,0, L, TS,17.3,-88.1
AL081993,               GERT,19930920,2100, L, HU,21.2,-97.5
AL011994,            ALBERTO,19940703,1500, L, TS,30.4,-86.5
AL021994,            UNNAMED,19940720,1400, L, TD,33.2,-79.2
AL031994,              BERYL,19940816,0, L, TS,30,-85.6
AL051994,            UNNAMED,19940831,600, L, TD,22.4,-98
AL061994,              DEBBY,19940910,300, L, TS,14,-61
AL081994,            UNNAMED,19940925,1800, L, TD,16.6,-88.4
AL121994,             GORDON,19941110,600, L, TD,14,-83.4
AL121994,             GORDON,19941113,300, L, TS,17.9,-76.8
AL121994,             GORDON,19941113,1300, L, TS,20,-74.9
AL121994,             GORDON,19941115,1300, L, TS,24.6,-81.7
AL121994,             GORDON,19941116,1300, L, TS,26.5,-81.9
AL121994,             GORDON,19941121,300, L, TD,28.5,-80.6
AL011995,            ALLISON,19950605,1400, L, TS,29.9,-84.4
AL011995,            ALLISON,19950605,1500, L, TS,30.1,-84.2
AL021995,              BARRY,19950709,2130, L, TS,45.3,-61
AL021995,              BARRY,19950709,2200, L, TS,45.6,-60.8
AL041995,               DEAN,19950731,200, L, TS,29.2,-95.3
AL051995,               ERIN,19950802,615, L, HU,27.7,-80.3
AL051995,               ERIN,19950803,1600, L, HU,30.3,-87.2
AL061995,            UNNAMED,19950806,2300, L, TD,21.5,-97.4
AL081995,          GABRIELLE,19950811,2000, L, TS,23.7,-97.8
AL101995,               IRIS,19950827,1800, L, TS,17,-61.9
AL101995,               IRIS,19950827,2300, L, TS,17.7,-62
AL111995,              JERRY,19950823,1800, L, TS,27,-80.2
AL131995,               LUIS,19950905,1200, L, HU,17.5,-61.7
AL151995,            MARILYN,19950914,2100, L, HU,15.5,-61.3
AL171995,               OPAL,19951004,2200, L, HU,30.3,-87.1
AL191995,            ROXANNE,19951011,200, L, HU,20,-87.6
AL011996,             ARTHUR,19960620,0, L, TS,34.7,-76.4
AL021996,             BERTHA,19960712,2000, L, HU,34.3,-77.8
AL031996,              CESAR,19960728,400, L, HU,12.2,-83.9
AL041996,              DOLLY,19960820,1730, L, HU,19.1,-87.7
AL041996,              DOLLY,19960823,1200, L, HU,21.6,-97.7
AL061996,               FRAN,19960906,30, L, HU,33.9,-78
AL081996,           HORTENSE,19960910,600, L, HU,18,-66.9
AL081996,           HORTENSE,19960915,300, L, HU,44.8,-62.5
AL101996,          JOSEPHINE,19961008,330, L, TS,30,-83.9
AL111996,               KYLE,19961012,1200, L, TD,16,-88.1
AL121996,               LILI,19961018,930, L, HU,22.3,-82
AL051997,              DANNY,19970718,900, L, HU,29.3,-89.7
AL051997,              DANNY,19970719,1000, L, HU,30.2,-88.1
AL051997,              DANNY,19970719,1800, L, HU,30.4,-87.9
AL021998,             BONNIE,19980827,400, L, HU,34.4,-77.7
AL031998,            CHARLEY,19980822,1000, L, TS,27.8,-97.1
AL051998,               EARL,19980903,600, L, HU,30.1,-85.7
AL061998,            FRANCES,19980911,600, L, TS,28.2,-96.9
AL071998,            GEORGES,19980921,430, L, HU,17,-61.7
AL071998,            GEORGES,19980921,800, L, HU,17.2,-62.6
AL071998,            GEORGES,19980921,2200, L, HU,18.1,-65.8
